qid,label,description
Q44485421,"Effect of high-dose methotrexate chemotherapy on intestinal Bifidobacteria, Lactobacillus and Escherichia coli in children with acute lymphoblastic leukemia.",
Q96432565,Enhanced Percutaneous Delivery of Methotrexate Using Micelles Prepared with Novel Cationic Amphipathic Material,
Q47103668,PReS-FINAL-2095: Older age predicts poor response to 6-months methotrexate therapy in a juvenile idiopathic arthritis cohort of patients.,
Q33383168,"Intensive chemotherapy with cisplatin, mitoxantrone, methotrexate and vincristine in metastatic breast cancer",
Q54312961,The effect of methotrexate on homocysteine methylating agents in rat liver.,
Q89850913,"Comparison of Body Size, Morphomics, and Kidney Function as Covariates of High-Dose Methotrexate Clearance in Obese Adults with Primary Central Nervous System Lymphoma",
Q40834139,Severe megaloblastic anemia in a patient receiving low-dose methotrexate for psoriasis.,
Q51607972,Comparison of hemodialysis versus hemoperfusion in the clearance of high-dose methotrexate in pigs.,
Q43824958,Folinic acid protects against suppression of growth by methotrexate in mice.,
Q70106639,[Sequential chemotherapy with low-dose methotrexate and 5-fluorouracil in advanced gastric cancer],
Q98774215,"Fertility and reproductive outcome after tubal ectopic pregnancy: comparison among methotrexate, surgery and expectant management",
Q96120272,Impact of Intrathecal Triple Therapy Versus Intrathecal Methotrexate on Disease-Free Survival for High-Risk B-Lymphoblastic Leukemia: Children's Oncology Group Study AALL1131,
Q45262035,Serious methotrexate toxicity caused by interaction with ibuprofen.,
Q61959112,"Overview of experimental and computational methods for the determination of the pKa values of 5-fluorouracil, cyclophosphamide, ifosfamide, imatinib and methotrexate",
Q41932932,Efficacy of vitamin D in patients with active rheumatoid arthritis receiving methotrexate therapy.,
Q43860539,"[A preliminary study of vincristine, methotrexate, and prednisolone (VM*P) combination chemotherapy for advanced adult non-Hodgkin's lymphoma]",
Q43680050,Methotrexate polyglutamate synthesis in lymphoblasts from children with acute lymphoblastic leukemia.,
Q40585553,[A case of rheumatoid arthritis complicated with a pneumonitis during concomitant treatment with methotrexate and bucillamine].,
Q46775425,Methotrexate (MTX) plus ursodeoxycholic acid (UDCA) in the treatment of primary biliary cirrhosis.,
Q38563212,"Antidotes to coumarins, isoniazid, methotrexate and thyroxine, toxins that work via metabolic processes.",
Q87374336,Inadequate folinic acid rescue after methotrexate causing neurocognitive and neuroradiological central nervous system late effects in children with acute lymphatic leukemia,
Q70867150,Prognostic factors for the outcome of methotrexate treatment in rheumatoid arthritis,
Q88872941,Combination of 4-hydroperoxy cyclophosphamide and methotrexate inhibits IL-6/sIL-6R-induced RANKL expression in fibroblast-like synoviocytes via suppression of the JAK2/STAT3 and p38MAPK signaling pathway,
Q43865018,Variability of oral bioavailability for low dose methotrexate in rats.,
Q83154998,Idiopathic hypertrophic cranial pachymeningitis successfully treated with weekly subcutaneous methotrexate,
Q40813583,Methotrexate stimulates lung fibroblasts and epithelial cells to release eosinophil chemotactic activity.,
Q40118927,[Immunodeficiency-associated Burkitt lymphoma developed in a patient receiving a long-term methotrexate therapy for rheumatoid arthritis].,
Q68407700,[Objective response of dedifferentiated chondrosarcoma to neoadjuvant chemotherapy (weekly high-dose methotrexate)],
Q46564784,"A phase II study of sequential methotrexate and 5-fluorouracil chemotherapy in previously treated gastric cancer: a report from the Gastrointestinal Oncology Group of the Japan Clinical Oncology Group, JCOG 9207 trial.",
Q40358693,Cytomegalovirus-induced infectious mononucleosis-like syndrome in a rheumatoid arthritis patient treated with methotrexate and infliximab.,
Q92425705,The Loading of Luminescent Magnetic Nanocomposites Fe₃O₄@Polyaniline/Carbon Dots for Methotrexate and Its Release Behavior In Vitro,
Q85896806,"Stability of four standardized preparations of methotrexate, cytarabine, and hydrocortisone for intrathecal use",
Q81461473,Methotrexate and its effect on the anti-GAD titre in two patients with rheumatoid arthritis and diabetes mellitus,
Q91828178,Anticancer effect of X-Ray triggered methotrexate conjugated albumin coated bismuth sulfide nanoparticles on SW480 colon cancer cell line,
Q100760250,"A case of acute diffuse large B cell lymphoma in an anti-human T-cell leukaemia virus type 1-positive rheumatoid arthritis patient treated with methotrexate, who died",
Q52595619,"Comparison of the impact of Tripterygium wilfordii Hook F and Methotrexate treatment on radiological progression in active rheumatoid arthritis: 2-year follow up of a randomized, non-blinded, controlled study.",
Q52347949,Treatment of advanced mycosis fungoides and Sézary syndrome with continuous infusions of methotrexate followed by fluorouracil and leucovorin rescue.,
Q44671434,Effect of adriamycin and high-dose methotrexate chemotherapy on in vivo and in vitro cell-mediated immunity in cancer patients.,
Q58595151,A Case of Bullous Morphea Resistant to Methotrexate and Phototherapy Successfully Treated With Mycophenolate Mofetil,
Q87958557,High serum level of haptoglobin is associated with the response of 12 weeks methotrexate therapy in recent-onset rheumatoid arthritis patients,
Q47403359,"Comparison of Efficacy of Adjuvant MEC (Methotrexate, Epirubicin and Cisplatin) and GC (Gemcitabine and Cisplatin) in Advanced Upper Tract Urothelial Carcinoma.",
Q52977436,"The effect of tryptophan plus methionine, 5-azacytidine, and methotrexate on adjuvant arthritis of rat.",
Q33466074,Methotrexate in the therapy of psoriasis,
Q50888932,Influence of biological variables upon pharmacokinetic parameters of intramuscular methotrexate in rheumatoid arthritis.,
Q44849412,"Dexamethasone, methotrexate, ifosfamide, L-asparaginase and etoposide (SMILE) chemotherapy for relapsed or refractory adult lymphoblastic lymphoma.",
Q51708772,Beyond methotrexate monotherapy for early rheumatoid arthritis.,
Q54683517,Inhibition of methotrexate resistant mutant of Streptococcus faecalis by analogs of purine and pyrimidine.,
Q43272976,Methotrexate information booklet study 2008.,
Q80124183,Requirement of methotrexate in combination with anti-tumor necrosis factor-alpha therapy for adequate suppression of osteoclastogenesis in rheumatoid arthritis,
Q79572312,The treatment of head and neck malignancies by continuous intra-arterial infusion of methotrexate,
Q47600832,Methotrexate in the treatment of primary biliary cirrhosis: the hype and the hope.,
Q86748718,A Patient With Rheumatoid Arthritis on Methotrexate and Etanercept Who Developed Pasteurella multocida Bacteremia,
Q52940652,Rheumatoid arthritis-related interstitial lung disease (RA-ILD): methotrexate and the severity of lung disease are associated to prognosis.,
Q53949581,Sequential methotrexate and 5-fluorouracil in the treatment of non-small cell carcinoma of the lung.,
Q43510044,[Experimental histological study of the local toxicity of intra-tubal injections of methotrexate],
Q94670583,The clinical impact of absolute lymphocyte count in peripheral blood among patients with methotrexate - associated lymphoproliferative disorders,
Q68057452,[Study on targeting drug delivery system--the animal behavior in vivo after hepatic arterial embolization of methotrexate microsphere],
Q87863082,Transient Elastography May Improve Detection of Liver Fibrosis in Psoriasis Patients Treated with Methotrexate,
Q51818672,Re: Effect of nitrous oxide on human bone marrow cells and its synergistic effect with methionine and methotrexate on functional folate deficiency.,
Q50101358,Birth outcomes after preconception paternal exposure to methotrexate: A nationwide cohort study.,
Q40861078,"Pharmacokinetics and metabolism of the methotrexate metabolite 2, 4-diamino-N(10)-methylpteroic acid.",
Q85224633,"Cutaneous S100-negative, CD1a-positive histiocytosis successfully treated with combination therapy of oral methotrexate and corticosteroid",
Q85523115,"Comparison of golimumab 100-mg monotherapy to golimumab 50 mg plus methotrexate in patients with rheumatoid arthritis: Results from a multicenter, cohort study",
Q69936626,"A randomized comparison of cyclophosphamide, Adriamycin, and 5-fluorouracil with triethylenethiophosphoramide and methotrexate, both as sequential and as fixed rotational treatment in patients with advanced ovarian cancer",
Q35823355,"Predicting the response of patients with advanced urothelial cancer to methotrexate, vinblastine, Adriamycin, and cisplatin (MVAC) after the failure of gemcitabine and platinum (GP).",
Q41075657,Suppression of expulsion of Aspiculuris tetraptera in hydrocortisone and methotrexate treated mice.,
Q43595583,"Vinorelbine, epirubicin, and methotrexate (VEM) as primary treatment in locally advanced breast cancer.",
Q50589581,Synergistic action of taxol with tiazofurin and methotrexate in human breast cancer cells: schedule-dependence.,
Q91120034,A case of pityriasis lichenoides et varioliformis acuta pemphigoides successfully treated with methotrexate and corticosteroids,
Q52608145,Role of Methotrexate in the Management of Psoriatic Arthritis.,
Q77941138,[Hypertransaminemia and methotrexate: not always a toxic effect?],
Q35681215,"Saddle pulmonary embolus and bronchiolitis obliterans with organizing pneumonia develop simultaneously after first cyclophosphamide, methotrexate, 5FU chemotherapy for breast cancer.",
Q93905327,Methotrexate in tubal pregnancy,
Q93044023,Methotrexate therapy is not associated with increased liver stiffness and significant liver fibrosis in rheumatoid arthritis patients: A cross-sectional controlled study with real-time two-dimensional shear wave elastography,
Q40742783,Toxic rash associated with high dose methotrexate therapy.,
Q101044370,"Cyclin D1 G870A Polymorphism: Relation to the Risk of ALL Development, Prognosis Impact, and Methotrexate Cytotoxicity",
Q88385234,[Curative effects and influenced factors of primary chemotherapy with single-agent methotrexate on low-risk gestational trophoblastic neoplasia],
Q35048779,"Oral toxicity of isotretinoin, misoprostol, methotrexate, mifepristone and levonorgestrel as pregnancy category X medications in female mice",
Q41704631,"Mechanisms of acquired resistance to methotrexate in a human squamous carcinoma cell line of the head and neck, exposed to different treatment schedules.",
Q96221591,Intramatricial methotrexate for treatment of resistant acrodermatitis continua of Hallopeau: an alterative in Covid-19,
Q47863060,Effectiveness of Subcutaneous Methotrexate in Chronic Plaque Psoriasis.,
Q41764815,The place of methotrexate in the treatment of rheumatoid arthritis. Introduction.,
Q55263900,Imaging and Methotrexate Response Monitoring of Systemic Inflammation in Arthritic Rats Employing the Macrophage PET Tracer [18F]Fluoro-PEG-Folate.,
